Case #1: Impossible
20 8 243999
10 1 182475
13 4 290083
4 21 263449
18 6 473437
7 14 326654
7 17 26964
5 7 106844
18 2 398578
3 16 169979
19 4 248547
7 4 217049
6 15 489198
19 12 206645
10 16 192513
13 14 266776
2 6 589053
10 19 163871
9 1 499733
9 5 334364
21 19 253763
1 17 284048
3 10 193931
21 13 252360
10 17 105409
5 20 133006
16 4 328247
2 7 301372
21 3 44217
11 2 373101
17 5 79880
6 13 427014
11 21 240066
16 13 38164
6 3 411801
16 14 228612
8 2 155225
13 8 453599
18 15 180642
5 12 210758
8 11 297332
4 6 472707
6 11 386113
1 13 211028
4 10 135734
19 2 386798
9 7 281448
13 19 202854
21 16 214196
17 19 58462
3 4 219232
9 20 304642
11 15 218451
19 16 241018
21 7 168337
20 19 264741
20 16 204509
15 3 145959
17 9 254484
18 19 249277
21 20 345625
6 19 224160
13 18 198238
3 7 124120
20 2 399224
17 8 193841
8 9 60643
9 10 359893
3 1 227899
21 9 298976
1 5 204168
10 5 25529
21 14 442808
1 21 204972
15 13 62184
3 20 301408
6 7 309586
11 19 161953
14 11 403181
21 2 221469
11 12 187147
18 5 270695
15 12 357011
12 1 268640
19 1 342510
15 2 323211
2 1 405151
11 9 357975
21 12 289556
21 17 195301
15 5 242062
Case #197: 108
6 2 369717
6 8 287292
13 1 223493
2 7 279504
10 16 128061
1 2 223139
5 2 217065
3 9 170117
8 15 148414
18 17 207291
15 18 126444
6 10 257226
1 7 107325
5 13 178607
2 8 254628
3 4 173103
16 11 264189
12 4 313124
10 13 220779
5 12 215047
11 13 198013
3 13 129499
6 17 214333
11 7 81845
15 13 231193
7 5 62439
9 15 192557
7 4 159772
8 9 216837
5 9 245143
13 9 299616
4 11 241617
10 14 226679
7 15 115025
5 16 271325
18 4 277107
13 12 269520
17 14 183786
5 17 112641
8 3 46720
13 18 233503
16 9 312132
18 10 250184
12 14 185183
10 1 110648
12 1 221121
3 2 292835
11 12 195641
15 12 162461
7 12 153352
7 16 208886
6 7 253903
16 6 341252
16 8 175497
15 3 128356
2 18 357283
13 16 92718
17 4 334852
4 1 267097
14 8 256745
11 3 95176
3 5 75770
6 14 30547
1 9 208933
11 14 141511
16 15 297369
1 3 120656
14 9 155087
9 11 225737
7 13 116168
16 3 222217
11 10 136128
11 1 25480
9 6 185634
5 1 44886
8 13 82779
17 7 175080
6 5 191464
3 14 236687
6 3 267234
18 14 221200
15 5 52586
14 16 310705
10 5 155534
18 6 251747
5 8 95828
6 11 172058
12 9 30096
3 12 140021
14 4 383128
6 15 205238
2 4 381011
12 17 171274
8 17 208469
7 3 13331
10 17 42893
15 2 230839
17 9 141178
5 4 222211
1 14 116031
15 17 126415
8 7 33389
9 18 66113
16 17 170954
1 6 146578
13 4 209162
11 8 115234
18 3 104004
Case #198: Impossible
Case #199: Impossible
Case #200: 50
3 14 8622
36 12 977662
20 50 938287
17 24 628740
7 25 361441
4 40 630043
29 16 411052
38 15 167629
10 15 370321
26 35 379764
18 19 700241
46 44 524478
16 23 801715
46 30 296448
29 28 681563
45 49 822678
30 44 547648
28 39 531722
19 25 897635
8 46 480690
11 33 522876
30 25 105529
7 29 525091
30 45 655626
19 33 708426
11 49 791697
29 9 965690
26 16 671534
30 42 204242
28 1 694779
36 23 607578
6 49 843243
3 42 214900
35 4 373974
43 42 532190
11 41 195590
23 35 393572
29 14 524598
46 17 456826
42 29 649862
49 30 303639
46 22 771871
18 30 331803
34 35 166182
10 33 180857
48 39 660203
21 28 660799
7 23 724209
2 10 490201
14 5 793662
Case #201: 232
12 3 169488
28 34 311207
12 43 284463
38 17 234321
1 22 176908
5 32 159314
22 35 183716
7 6 21001
2 32 212045
9 24 130629
8 39 90199
26 7 196805
30 42 196246
15 24 4963
1 37 288648
12 25 277986
4 25 194111
5 19 333253
29 10 143410
1 41 282189
39 15 124853
20 42 44415
23 43 167923
13 23 322865
38 26 223583
6 42 193586
39 16 309019
43 10 134789
32 42 203422
8 6 147042
26 13 359625
41 24 161044
27 15 155722
17 6 273277
19 24 297950
18 24 74319
7 21 149952
11 17 101009
9 33 170762
43 33 185252
24 27 160685
7 1 177038
24 34 162838
36 30 117851
42 14 165397
26 34 241334
22 18 192006
43 9 216057
17 12 258928
31 35 47705
41 32 218057
22 39 136509
22 21 274750
13 2 319784
34 40 237304
10 41 184634
16 9 197212
16 15 188527
24 8 109021
12 38 271413
12 19 401255
3 30 246983
1 5 232767
17 7 260419
1 27 199343
28 19 421980
26 16 173906
4 40 118564
24 1 210545
15 36 91008
3 22 236714
1 4 257146
28 14 233575
4 19 344551
28 33 285604
40 13 355595
27 14 145385
15 34 167801
35 10 147662
17 18 202714
12 24 199035
16 23 149078
7 3 191596
41 3 241144
25 8 187972
5 39 181980
2 33 55559
3 21 41644
8 35 15051
9 2 142520
30 9 159423
10 8 132611
30 41 189838
22 6 145799
14 3 229656
17 14 140070
25 10 72287
24 10 151238
11 36 184580
19 30 319830
34 39 266692
42 33 133939
18 2 154437
27 6 141788
31 5 184851
22 5 193608
3 39 212889
14 33 222844
29 38 36672
41 15 156081
30 35 152866
24 5 52164
8 30 137815
8 19 338412
1 18 274938
29 6 47109
19 39 400822
36 31 73677
37 24 167503
35 43 156996
13 37 266305
34 16 283098
3 18 157392
32 26 236075
23 38 114114
9 37 149494
12 36 199276
32 28 305948
4 11 186664
33 11 260275
41 35 136478
27 30 176174
28 3 246941
14 18 123867
25 16 158187
9 1 260628
16 1 292089
33 39 265493
23 18 121549
9 35 106063
15 4 110197
17 15 194581
7 42 172585
7 27 120787
5 6 89811
21 2 166883
34 14 206892
10 21 208717
5 40 126630
15 20 133258
27 10 184275
34 10 197198
27 40 176367
30 1 232425
21 40 279135
34 31 144514
23 28 235893
29 36 110127
13 25 243202
21 41 268394
5 27 189597
16 13 401389
24 36 95971
20 2 150112
41 23 208274
14 11 39061
9 23 130892
26 30 208354
8 26 70539
16 41 339420
11 15 93572
38 40 146844
35 21 229227
15 21 209632
15 23 52193
31 29 183804
22 12 261610
38 21 207788
32 8 195638
29 26 222913
25 15 83914
1 38 188029
1 11 184390
38 43 133860
20 25 217172
7 12 261740
36 14 145519
23 35 171302
5 42 219616
39 27 141863
38 11 155493
25 27 162810
24 6 141975
3 24 231711
42 22 172455
41 19 369594
17 10 261827
18 13 346571
25 6 63024
42 2 105697
29 4 200290
33 17 159991
26 37 198425
40 20 202761
32 12 260872
30 16 255597
31 30 187266
20 27 146541
37 19 376053
27 13 273897
4 20 104743
13 36 282206
25 38 34451
18 19 362343
15 35 119109
28 22 282335
6 28 245677
33 34 257052
11 42 126336
32 18 181469
30 13 321974
26 5 231724
7 10 114310
32 15 112113
6 3 212597
16 8 244445
28 13 429498
3 11 190595
12 5 251199
18 29 183369
29 41 127322
31 15 164685
Case #202: 79
12 5 463136
8 35 271508
13 27 614928
3 33 410722
25 33 560486
37 21 176506
40 8 485101
43 6 485577
41 1 481709
4 5 307547
38 21 645525
12 34 579438
5 22 742113
5 34 502434
21 33 419464
32 1 426945
33 19 228175
28 15 336050
27 18 292069
1 21 682135
2 43 326276
42 38 464839
8 31 284792
39 28 350061
32 24 339171
19 26 239661
44 30 132
15 42 217568
27 12 307797
36 42 366798
21 6 108880
20 43 863956
6 27 563454
42 7 410836
14 18 664558
33 44 313949
18 6 328065
12 36 334686
35 19 238072
13 18 748041
10 32 342821
24 44 395264
7 41 464073
24 1 87774
18 12 517826
10 13 646873
44 1 483038
23 9 329886
2 40 231284
6 14 429157
32 23 281860
19 17 358790
2 22 637016
21 39 493559
31 36 394787
26 1 596581
36 27 162853
19 6 538774
27 11 433610
25 21 534601
18 16 460740
36 18 427212
4 35 514121
39 35 400491
20 32 677945
8 20 668985
30 11 463991
24 30 395132
13 12 764705
43 16 175638
22 6 518401
21 8 364576
11 23 378385
24 28 484565
11 26 472726
36 6 400601
31 15 571263
43 8 194971
34 11 601584
Case #203: 12
4 2 405427
4 6 133324
1 2 750192
3 2 233912
2 5 426473
1 3 533059
6 5 841429
3 4 508813
5 4 708105
3 5 660385
1 4 960950
2 6 538751
Case #204: 13
5 2 362024
2 6 167486
1 3 497219
5 3 479226
6 5 529510
6 3 241472
5 4 582204
6 1 255747
5 1 476258
3 4 294166
2 3 408958
4 2 220180
2 1 423233
Case #205: 1
2 1 1000000
Case #206: 352
24 35 196988
5 39 120655
26 47 335844
4 14 205253
40 43 206638
24 10 217403
33 3 74280
32 34 224267
21 10 182309
48 38 187924
39 46 200852
9 34 169911
29 22 63331
4 26 154004
46 21 239905
24 13 154026
2 38 144926
31 5 208364
22 31 178448
5 3 169502
5 48 174548
24 36 251693
31 19 163279
24 48 112169
5 43 265457
8 7 57585
10 7 159719
27 4 25122
19 45 108349
23 44 371144
40 33 133886
37 29 87357
16 45 89017
14 33 57254
24 8 75609
31 26 258045
44 34 328431
21 37 256007
44 3 196174
17 9 45566
24 33 62033
21 39 179403
4 8 37843
21 41 210881
4 17 76373
39 4 52358
32 13 196477
34 8 191165
17 25 136229
34 28 192862
18 10 63531
2 20 115583
47 16 293227
32 45 135657
40 20 31286
12 29 57719
15 11 156620
40 5 175361
37 2 156189
41 16 237634
32 17 126893
20 3 218946
24 43 249293
1 29 91770
37 10 232913
43 22 279605
18 36 7004
14 1 265524
13 42 180444
23 11 264707
20 37 208656
7 43 238163
24 26 231430
28 22 19266
46 28 203635
40 19 216401
32 14 161738
32 30 104536
2 9 43816
20 25 219763
10 35 133033
3 2 128432
20 33 165172
1 18 264784
44 48 257539
14 24 119287
4 20 159907
37 45 119077
29 30 75196
28 48 125366
27 39 41454
26 40 126001
5 21 196904
2 7 82995
6 41 118687
13 37 225796
41 3 196472
2 34 126095
26 38 235677
46 44 102437
19 46 272300
14 29 210832
26 29 159583
31 7 159809
32 21 204012
26 10 167220
41 13 127452
42 16 188732
27 1 86398
15 12 34127
22 42 104117
47 23 200053
9 39 47139
25 6 136755
28 14 168865
17 46 108147
32 6 111818
7 18 223250
22 33 206853
48 33 174202
34 24 151034
16 33 292343
27 33 164581
15 6 58886
37 15 110949
11 31 220071
10 23 285839
15 32 68533
2 11 175673
44 47 278197
3 14 131534
17 35 145691
19 43 277967
2 24 140679
21 6 92194
19 29 129385
20 17 200254
9 18 184071
18 38 285181
44 6 229662
38 33 140902
48 42 43535
19 8 125623
24 29 119031
3 10 205156
22 24 151833
7 11 194375
43 37 135143
48 29 111830
29 28 60720
39 32 102878
31 32 181422
25 13 204737
8 33 137642
21 40 162845
15 23 196135
44 13 213887
29 36 202083
31 36 174817
46 37 277456
4 30 69617
31 15 122054
17 23 254495
1 35 180838
47 20 268372
36 44 227772
45 6 126010
14 22 149599
38 25 177555
41 26 195792
8 15 19830
11 35 231982
46 14 76711
34 36 100659
31 28 159182
8 42 27893
13 7 190256
1 31 215561
31 23 318189
8 27 26939
24 21 240497
6 28 80413
10 39 156309
41 12 147407
43 26 161018
46 47 237165
19 7 143548
23 46 292045
39 37 145294
11 6 162027
28 44 212137
15 40 110608
11 29 163557
21 16 286067
15 1 93507
3 9 95986
3 45 150316
23 4 214148
23 14 215334
25 9 90663
37 47 263618
21 31 190423
8 38 119516
6 10 90115
13 19 258294
41 22 56886
35 31 223603
16 43 105083
26 16 144001
25 22 134263
35 22 155070
30 22 92397
36 20 248579
22 17 114754
35 8 121379
24 46 81490
1 43 306971
27 18 178386
26 28 157518
20 39 176239
46 10 247473
7 28 74883
42 4 65736
32 27 75642
10 44 171245
23 40 222488
4 45 49111
20 5 148959
15 34 171335
15 24 95439
18 30 146619
37 41 207574
47 17 258213
21 2 105840
12 20 176021
28 9 49922
31 18 181821
25 14 239476
2 48 133478
30 12 71513
22 15 56394
15 44 175009
2 10 76724
27 6 51777
40 9 123402
42 46 150124
5 34 217159
39 22 90739
37 19 216742
1 44 268516
40 41 169345
8 37 130779
30 5 97428
29 34 194927
14 6 147283
3 35 184741
38 17 158046
30 47 251457
24 6 154325
20 48 230132
2 15 45240
45 20 209018
2 44 220249
19 48 125341
8 2 65070
2 45 112364
48 32 156771
39 45 101469
32 41 69025
41 28 76152
43 4 243211
43 13 164745
26 5 181815
39 47 234198
21 23 341193
23 28 233263
11 9 169414
13 46 111450
34 11 274476
39 13 186846
14 10 235724
38 30 151290
4 29 41605
5 10 180516
30 2 6364
29 47 176261
20 28 179022
20 31 263948
26 30 84387
26 14 202633
13 6 112544
28 1 130635
12 4 52140
30 36 139615
12 31 156181
47 40 237086
11 12 190747
8 18 205325
27 9 5685
11 45 223744
13 23 180595
8 5 106140
5 47 286163
32 25 146402
15 19 105793
9 24 108233
31 27 129163
7 15 37755
28 37 148077
34 19 277128
41 48 201518
6 36 146642
8 40 130438
39 11 190965
26 45 203115
6 7 96641
40 7 148363
32 11 112365
12 44 185949
15 4 18013
21 35 162149
20 11 157291
11 17 214980
36 7 216246
42 7 85478
1 30 130893
48 22 144632
19 42 153516
30 24 147043
29 10 145556
19 16 197366
45 15 67124
16 13 255856
24 3 12247
19 35 207342
41 8 133110
13 27 159610
44 30 226613
19 41 219073
45 48 149654
17 48 132234
34 3 138787
40 24 195919
7 32 106288
10 38 221650
35 38 201235
22 9 69188
31 3 205246
33 35 149427
37 18 191338
1 23 289642
7 38 137441
Case #207: 247
11 21 167915
2 28 170377
21 36 114208
9 3 178096
24 37 163005
27 6 165490
18 13 172390
19 30 151348
7 22 189983
35 23 194667
1 35 252568
34 11 421676
20 5 190179
4 31 195957
6 11 331838
16 9 229752
29 33 273538
18 5 199878
35 14 65475
7 36 158492
27 17 177648
25 13 61772
32 31 152326
25 24 151733
29 18 214103
11 26 253574
3 1 156397
31 34 320462
5 35 220397
4 22 129328
19 12 46480
19 37 88608
13 7 79091
17 25 200750
17 26 134774
26 8 231605
20 16 173093
8 32 170029
34 18 234880
26 21 161692
19 27 167404
20 34 270492
20 35 60816
16 12 212358
8 29 319747
26 34 328535
25 23 257870
3 6 177854
20 19 202103
18 6 185033
31 18 191148
24 26 185078
2 21 199168
23 32 194482
29 4 188708
21 16 194190
27 37 190666
30 1 165977
5 1 71185
31 28 180335
14 36 44588
8 25 139249
34 6 316665
2 13 92905
6 20 163634
30 34 171435
14 21 152634
10 16 83464
8 35 281632
10 14 155970
24 27 211461
5 2 95284
6 10 184934
4 17 78832
13 24 107941
12 23 227737
37 31 57695
33 3 203320
31 19 93318
10 22 250381
9 17 204401
31 36 177809
14 22 96796
21 30 203104
30 2 233165
1 10 201477
36 1 211446
26 4 163422
16 7 216308
13 3 130680
6 16 229510
19 36 201293
12 14 243924
32 6 172792
29 14 156176
9 24 200476
32 15 83689
33 22 233983
6 37 25176
8 20 220816
22 35 162271
30 33 16717
29 19 221354
1 32 118269
11 7 345040
37 2 165695
33 19 134631
20 2 285463
33 16 31247
9 19 126079
5 10 174924
21 37 204416
23 5 241566
36 11 278663
7 18 171831
24 20 117717
2 25 111588
32 19 59008
24 29 188224
15 2 101768
11 3 250143
26 32 169902
37 17 235651
18 26 120629
3 8 235036
10 15 166897
35 26 128177
31 24 167715
5 30 139424
32 10 213318
27 18 147012
29 2 294986
12 30 197828
16 30 47964
26 20 67361
11 33 233524
2 27 249221
34 27 187491
37 29 274871
29 30 256821
35 4 118243
7 3 164652
24 17 194448
5 16 153954
6 14 158975
36 17 116660
1 37 98507
15 36 176866
16 3 234567
25 4 121918
16 35 134555
14 15 187950
12 32 105488
29 6 262565
12 22 208454
24 10 192017
7 12 134925
36 27 160351
20 12 248583
17 15 221051
4 7 186208
15 28 111698
11 20 318592
25 35 209711
29 35 170230
2 8 194381
13 22 161343
21 20 154137
15 12 71161
37 25 116836
6 4 199410
4 27 220890
28 7 175462
33 17 144875
17 7 217845
1 17 255631
33 24 234044
7 30 168344
33 7 185061
11 19 283723
37 9 51822
3 29 90043
23 18 187119
22 28 248991
33 6 198263
8 19 111021
27 3 202659
13 15 8863
8 10 242116
5 22 150050
13 19 33544
22 17 168868
5 8 122945
14 18 57927
35 27 102647
34 37 341841
24 5 135429
22 34 362629
7 5 124559
28 13 120561
32 5 47084
31 33 165744
8 17 220316
2 16 249238
22 6 203185
2 3 214671
7 29 249363
26 16 231136
9 34 316907
21 31 197687
6 8 57182
37 23 178531
20 17 76731
23 4 135952
27 31 132971
22 37 216407
12 18 234434
30 26 183172
30 32 186508
7 26 161221
25 29 193126
20 9 136988
3 5 119387
28 21 202825
6 30 181546
24 2 200846
32 7 171643
20 32 210937
27 21 219160
23 24 251568
30 4 204834
25 34 294555
37 7 38378
19 34 322783
21 9 171034
1 34 337412
13 12 80024
18 2 265295
25 19 28228
15 1 34580
33 23 201995
4 34 272593
24 30 217327
33 32 169791
21 19 115808
20 3 70792
3 15 121817
Case #208: 125
23 4 131082
9 23 364762
22 23 263299
5 8 382876
14 12 162513
11 20 454557
10 8 237751
19 2 270852
1 3 424412
17 12 227576
6 7 257181
3 11 199252
3 23 219686
5 4 275970
3 2 388361
3 4 170244
18 10 237529
4 9 341896
19 16 144579
22 13 144971
6 14 172952
10 19 200671
7 22 325196
9 8 323160
6 13 230704
20 2 395521
1 10 538067
13 1 464088
7 10 239451
7 20 428803
1 19 373806
4 1 555174
15 9 370827
13 11 250389
2 8 315435
9 18 206912
7 8 328185
2 23 249866
16 2 358666
13 4 221381
6 17 238015
19 22 59718
16 6 178826
22 17 237702
4 6 81934
20 6 401631
3 12 241739
11 14 120026
14 3 222666
3 19 163821
4 2 256713
22 12 229339
17 15 187046
14 2 165695
6 18 216918
21 9 378505
9 1 446238
16 7 330155
14 15 190311
3 10 248223
6 23 70026
8 15 53645
6 21 277234
15 10 209733
20 22 284043
21 7 383530
23 16 227974
16 18 289892
17 20 420433
19 21 118052
3 13 267198
14 20 423698
2 15 261790
6 3 252178
10 20 443120
17 21 228224
18 5 336588
18 19 346700
21 23 321633
23 17 233849
6 12 10439
18 1 485936
19 15 9062
12 2 190279
20 3 406270
5 20 328080
22 5 379887
18 11 163992
5 19 338293
6 11 52926
9 22 320171
13 2 356105
20 15 233387
7 4 175247
12 18 206479
12 23 59587
5 10 288770
3 16 230858
17 8 240691
19 23 229208
7 9 383689
21 8 61323
21 20 342377
5 7 100723
15 7 274540
10 22 234762
4 10 102545
23 5 311637
11 10 73537
5 16 426107
15 5 329231
13 16 229832
22 11 210761
19 6 159182
8 19 62707
14 7 84229
18 8 371764
6 10 41489
12 1 507017
13 8 147960
14 5 184952
17 19 177984
7 11 204255
16 8 81872
18 7 235865
Case #209: 39
21 5 185707
14 7 889938
10 2 598790
25 14 628802
22 15 498904
19 9 871801
11 9 716199
4 6 800955
9 14 675899
7 21 529874
9 24 425955
14 19 707794
20 12 399164
15 23 192410
1 2 914118
12 9 668880
23 8 709335
3 22 853966
19 26 920062
3 20 776283
16 11 276489
12 22 501486
18 24 435200
8 6 744240
26 24 539281
2 18 283702
22 20 604494
26 14 686713
6 21 169279
9 20 816535
6 7 360595
11 21 519621
12 4 661351
15 10 744286
15 7 717268
5 19 781795
13 8 75441
16 21 708359
15 18 429198
Case #210: Impossible
Case #211: 1
3 1 5
Case #212: 280
23 2 169485
22 12 183993
22 29 206526
6 28 174894
13 7 109620
14 26 179989
4 8 270553
1 11 140633
2 26 24203
21 29 241398
8 16 166582
20 16 157534
10 24 340339
8 18 277693
3 11 265108
24 2 210044
29 27 250700
19 26 279148
18 15 170720
19 28 304918
19 12 334220
16 21 243697
23 20 179554
20 4 131915
7 16 20160
23 15 66
11 29 241055
26 12 124827
28 21 286903
16 27 214234
8 10 286892
6 18 184091
28 23 132330
25 14 231249
9 21 309477
17 23 85770
27 15 231362
21 22 177459
2 1 205565
28 7 174378
13 22 155698
1 25 176917
28 1 231633
14 13 102279
28 12 228065
3 5 184143
16 3 201890
4 12 67779
6 20 198942
17 7 48416
11 20 168060
10 1 254659
12 8 202774
4 18 82552
26 10 171298
8 24 213860
12 10 223575
9 26 205145
26 17 188239
25 29 298679
25 22 273574
27 23 231428
26 22 166163
29 1 272527
4 14 237037
13 26 77710
27 8 165573
7 18 184227
19 11 266914
27 26 170332
27 9 305393
20 2 99070
12 29 163512
10 4 215458
5 1 109666
20 22 91296
2 19 276608
27 6 175310
26 29 230102
22 27 186761
29 13 267297
7 11 83378
8 13 174479
9 16 136305
20 13 152577
18 3 333339
21 25 233195
11 21 254223
7 14 40166
8 26 252189
16 24 47278
25 17 239499
2 3 283632
20 15 179488
8 3 330817
5 11 80965
21 7 223537
8 1 206342
3 17 230146
18 14 174401
16 25 245974
1 20 235956
11 23 41330
29 15 199791
23 10 274284
29 28 118109
4 22 223211
2 14 204192
15 8 106973
22 7 46078
11 13 26242
11 9 101193
9 5 113732
14 8 171005
9 3 201400
6 3 243298
21 19 338326
12 2 100624
19 20 252163
22 14 86244
25 18 132915
9 10 212516
28 20 271808
20 9 253519
20 24 204812
21 2 185233
24 5 69851
9 13 127435
10 14 308991
5 29 162861
5 27 191661
16 15 59609
3 20 319104
14 5 37753
21 23 249228
24 9 183583
29 17 208864
26 25 107411
17 9 159735
29 10 376421
15 21 249162
22 6 107646
22 28 180512
26 15 145216
21 6 243108
1 13 166875
17 19 238739
10 25 77742
16 18 164067
2 27 194535
6 11 54635
27 4 227380
10 13 249008
12 3 319645
14 1 71913
12 16 155278
28 17 204546
21 10 310937
6 7 61568
9 23 142523
23 8 107039
9 12 238258
26 24 185841
28 27 190864
18 23 170786
21 14 221706
2 6 182790
2 13 101913
9 7 116145
19 1 302402
22 10 337461
19 10 249479
22 3 227808
9 15 142457
1 9 223398
4 11 161000
19 29 356753
14 15 77454
3 14 221896
13 23 67572
17 6 29652
14 19 230489
24 29 189220
18 5 186640
27 21 181628
18 27 195836
27 14 153908
17 16 68576
24 14 107604
27 3 375804
6 16 81728
4 26 57048
1 23 99435
28 16 191873
1 12 195170
17 15 85704
13 24 174393
8 20 248053
7 8 149087
17 11 84287
10 5 313919
26 28 277480
13 17 110529
22 8 195165
22 15 88192
3 7 181730
20 18 100371
25 13 181454
7 10 316332
23 14 77520
27 1 225821
21 4 218078
18 10 145794
19 25 171737
20 21 86163
27 12 244241
9 29 163905
28 24 239151
11 25 155212
10 20 246165
18 24 211345
9 28 274721
27 7 194074
18 2 49707
22 5 48491
15 3 223844
23 3 223910
22 11 129456
17 5 46003
1 7 112079
1 26 229768
12 5 135502
25 4 137716
13 28 199770
24 7 67438
14 29 200614
4 1 238410
6 5 59155
16 11 100873
17 18 182651
1 17 63663
19 13 293156
3 21 405267
3 24 249168
24 11 148151
15 28 132264
25 9 134774
13 4 134758
12 15 95801
16 10 309861
19 22 242383
14 9 151485
20 7 137374
26 18 25504
13 16 127115
25 24 262597
18 13 103214
15 11 41264
12 7 137915
5 15 39701
18 9 230649
10 2 182613
5 13 107207
17 21 213456
20 14 177540
6 8 149603
15 6 95899
5 21 225950
24 23 106821
23 16 59543
4 28 295844
29 20 155235
14 28 196296
20 26 74867
6 23 95965
2 11 128155
2 5 185339
3 19 378035
14 12 173255
9 19 306511
Case #213: 25
23 24 982213
21 20 711315
10 15 608818
14 3 355365
4 5 814683
19 13 607734
1 6 893714
10 12 965339
23 22 655311
6 13 470672
6 19 453588
14 17 67846
1 19 440126
6 3 826075
16 20 495391
16 22 804052
